[9/7/23, 8:51:45 AM] Yara: ‎Messages and calls are end-to-end encrypted. No one outside of this chat, not even WhatsApp, can read or listen to them.
‎[9/7/23, 8:51:45 AM] Yara: ‎image omitted
[2/18/24, 1:30:24 PM] Yara: Ay que es eso JAJA
‎[2/21/24, 7:56:38 PM] Ismael: ‎video omitted
‎[2/21/24, 7:57:05 PM] Ismael: ‎image omitted
[2/21/24, 7:57:27 PM] Yara: QUE BONITOOOO
[2/21/24, 7:57:37 PM] Ismael: YARAAA
[2/21/24, 7:57:39 PM] Ismael: ES BONITAA
[2/21/24, 7:57:39 PM] Yara: Tiene calor
‎[2/21/24, 7:57:41 PM] Yara: ‎sticker omitted
[2/21/24, 7:57:43 PM] Ismael: muy mal
[2/21/24, 7:57:47 PM] Yara: Pero yo no le miro nada
[2/21/24, 7:57:49 PM] Yara: No se que es
[2/21/24, 7:57:55 PM] Ismael: nonono
[2/21/24, 7:57:57 PM] Ismael: Muy mal
[2/21/24, 7:58:06 PM] Ismael: está cansada
‎[2/21/24, 7:58:06 PM] Yara: ‎sticker omitted
[2/21/24, 7:58:19 PM] Yara: Que se duerma dile
‎[2/21/24, 7:59:20 PM] Ismael: ‎image omitted
[2/21/24, 7:59:24 PM] Ismael: JAJSJS
[2/21/24, 7:59:58 PM] Yara: JAJJA isma por que le sale la carita asi
[2/21/24, 8:00:42 PM] Ismael: no se
[2/21/24, 8:00:45 PM] Ismael: así está
[2/21/24, 8:02:25 PM] Yara: Que chistosilla
‎[2/29/24, 7:20:47 AM] Ismael: ‎image omitted
[3/1/24, 1:36:29 PM] Yara: Ismaaelin
‎[3/1/24, 1:36:45 PM] Yara: ‎sticker omitted
[3/1/24, 1:44:42 PM] Yara: ISMAEL
[3/1/24, 1:45:06 PM] Ismael: quien eres?
[3/1/24, 1:45:46 PM] Ismael: mis papás no me dejan ir a la cuesta
[3/1/24, 1:47:03 PM] Yara: Un tlacuache
[3/1/24, 1:47:13 PM] Yara: Pues ni modo
[3/1/24, 1:47:15 PM] Yara: A las 5
[3/1/24, 1:48:11 PM] Ismael: donde
[3/1/24, 1:49:01 PM] Yara: Pues en la casa del Ernesto
[3/1/24, 1:49:10 PM] Yara: O en un cafe
[3/1/24, 1:49:33 PM] Ismael: No
[3/1/24, 1:49:35 PM] Ismael: Si
[3/1/24, 1:50:03 PM] Yara: Y en cual
‎[3/1/24, 1:50:05 PM] Yara: ‎sticker omitted
[3/1/24, 1:50:20 PM] Ismael: El que sea
[3/1/24, 1:50:26 PM] Yara: Meraki
[3/1/24, 1:50:30 PM] Ismael: O vamos al parque
[3/1/24, 1:50:47 PM] Yara: Mejor
[3/1/24, 1:51:19 PM] Ismael: bueno
[3/1/24, 1:51:23 PM] Ismael: vamos al parque
[3/1/24, 4:52:53 PM] Yara: Ismaaaa
[3/1/24, 4:53:26 PM] Yara: A las 5:30
[3/1/24, 4:54:07 PM] Ismael: se me había olvidado
[3/1/24, 4:54:10 PM] Ismael: que bueno
[3/1/24, 4:54:25 PM] Yara: A ok 👍
[3/1/24, 5:39:41 PM] Ismael: a qué hora llegas yatar
[3/1/24, 5:44:11 PM] Yara: Ya vamos
‎[3/1/24, 5:44:26 PM] Ismael: ‎sticker omitted
[3/1/24, 5:47:02 PM] Yara: Jiji
‎[3/1/24, 7:33:05 PM] Ismael: ‎image omitted
‎[3/1/24, 7:56:56 PM] Yara: ‎audio omitted
[3/1/24, 7:57:16 PM] Yara: Eran todooooos
[3/1/24, 7:57:28 PM] Yara: Fak
[3/1/24, 7:57:45 PM] Ismael: Eh?
‎[3/1/24, 7:58:16 PM] Yara: ‎audio omitted
‎[3/1/24, 7:58:21 PM] Ismael: ‎video omitted
‎[3/1/24, 7:58:25 PM] Yara: ‎audio omitted
‎[3/1/24, 7:58:36 PM] Yara: ‎audio omitted
‎[3/1/24, 7:58:44 PM] Yara: ‎audio omitted
[3/1/24, 7:59:11 PM] Yara: Eso me voy a hacer
[3/1/24, 7:59:28 PM] Yara: No se mandaron todos juntoos, los tuve que mandar uno por uno
[3/1/24, 8:00:01 PM] Yara: JAJAJAJAJAJ
[3/1/24, 8:00:18 PM] Yara: Pásame todos
[3/1/24, 8:00:31 PM] Ismael: son todos los audios?
[3/1/24, 8:01:40 PM] Yara: Si
‎[3/1/24, 8:02:34 PM] Ismael: ‎video omitted
‎[3/1/24, 8:02:34 PM] Ismael: ‎video omitted
‎[3/1/24, 8:02:34 PM] Ismael: ‎video omitted
‎[3/1/24, 8:02:35 PM] Ismael: ‎video omitted
‎[3/1/24, 8:02:36 PM] Ismael: ‎video omitted
‎[3/1/24, 8:02:36 PM] Ismael: ‎video omitted
‎[3/1/24, 8:02:37 PM] Ismael: ‎video omitted
‎[3/1/24, 8:02:38 PM] Ismael: ‎video omitted
‎[3/1/24, 8:02:38 PM] Ismael: ‎video omitted
‎[3/1/24, 8:02:39 PM] Ismael: ‎video omitted
‎[3/1/24, 8:02:39 PM] Ismael: ‎video omitted
‎[3/1/24, 8:02:40 PM] Ismael: ‎video omitted
‎[3/1/24, 8:02:40 PM] Ismael: ‎video omitted
‎[3/1/24, 8:02:41 PM] Ismael: ‎image omitted
‎[3/1/24, 8:02:41 PM] Ismael: ‎video omitted
[3/1/24, 8:04:40 PM] Ismael: este esta muy gracioso jsjsjs
[3/1/24, 8:09:51 PM] Yara: JAJAJA pobrecito
[3/1/24, 8:10:13 PM] Yara: Dios mio que es esto JAJA
[3/1/24, 9:46:51 PM] Ismael: oye
[3/1/24, 9:46:53 PM] Ismael: Falta 1
[3/1/24, 9:46:58 PM] Ismael: Audio
[3/1/24, 9:47:59 PM] Ismael: el de sueña
[3/1/24, 11:46:14 PM] Ismael: holi
[3/1/24, 11:46:19 PM] Ismael: mándame audio de esta parte
[3/1/24, 11:46:20 PM] Ismael: el azul del cielo abraza mi pensar/mirar
tu presencia ilumina al caminar
con los ojos cerrados, te sueño despierto,
 en este universo único, tu eres mi único suspiro/alivio/puerto/camino
[3/2/24, 5:38:51 AM] Yara: ME DORMÍ
‎[3/2/24, 5:39:16 AM] Yara: ‎sticker omitted
[3/2/24, 5:39:29 AM] Yara: Mas tarde te lo mando
‎[3/2/24, 5:39:53 AM] Ismael: ‎sticker omitted
[3/2/24, 5:40:19 AM] Ismael: Leeeeeento
[3/2/24, 5:42:36 AM] Yara: Ok
[3/2/24, 12:47:44 PM] Yara: Y esto de donde lo sacaste?
[3/2/24, 1:09:57 PM] Ismael: lo complete
[3/2/24, 1:10:05 PM] Ismael: mándame el audio psl
‎[3/2/24, 1:30:58 PM] Ismael: ‎image omitted
‎[3/2/24, 3:04:35 PM] Yara: ‎sticker omitted
[3/2/24, 3:04:42 PM] Yara: Mándame un ejemplo de como se dice
[3/2/24, 3:04:47 PM] Yara: Estaba ocupada
[3/2/24, 3:04:50 PM] Ismael: no
[3/2/24, 3:04:54 PM] Ismael: ya te saqué del equipo
[3/2/24, 3:05:05 PM] Yara: Pobre de ti rata
‎[3/2/24, 3:05:09 PM] Yara: ‎sticker omitted
[3/2/24, 3:05:09 PM] Ismael: bromita
[3/2/24, 3:05:13 PM] Ismael: ya me lo envió el Lenin
‎[3/2/24, 3:05:28 PM] Yara: ‎sticker omitted
[3/2/24, 3:05:33 PM] Yara: Nembre
[3/2/24, 3:05:34 PM] Ismael: si quieres participar mándalo
[3/2/24, 3:05:39 PM] Yara: No ya no
‎[3/2/24, 3:05:43 PM] Ismael: ‎audio omitted
[3/2/24, 3:05:50 PM] Yara: Y por que tanto apuro si es para el martes
[3/2/24, 3:06:04 PM] Yara: JAJAJA ay
[3/2/24, 3:06:06 PM] Ismael: Desocuparme
‎[3/2/24, 3:06:16 PM] Yara: ‎sticker omitted
[3/2/24, 3:06:52 PM] Ismael: se escucha la notificación
‎[3/2/24, 3:06:58 PM] Ismael: ‎sticker omitted
[3/2/24, 3:07:16 PM] Yara: A ya
[3/2/24, 3:07:19 PM] Yara: Elimínala
[3/2/24, 3:07:29 PM] Ismael: así la voy a dejar
[3/2/24, 3:07:37 PM] Yara: Flojo
[3/2/24, 3:07:38 PM] Ismael: no crees que el profe no te diga nada por no participar?
[3/2/24, 3:07:49 PM] Yara: Pues yo grabe le voy a decir
‎[3/2/24, 3:07:53 PM] Yara: ‎sticker omitted
[3/2/24, 3:07:57 PM] Yara: Nimodillo
[3/2/24, 3:11:33 PM] Ismael: mira
[3/2/24, 3:11:54 PM] Yara: Que
[3/2/24, 3:12:16 PM] Ismael: se dice mande grosera
‎[3/2/24, 3:12:32 PM] Ismael: ‎video omitted
[3/2/24, 3:12:36 PM] Ismael: asi va bien?
[3/2/24, 3:13:01 PM] Ismael: está perfecto
‎[3/2/24, 3:14:47 PM] Yara: ‎image omitted
[3/2/24, 3:14:49 PM] Yara: Que fue
[3/2/24, 3:14:56 PM] Ismael: ps aun no acabo
[3/2/24, 3:15:07 PM] Yara: Y por que no me dices JAJA
‎[3/2/24, 3:15:10 PM] Yara: ‎sticker omitted
[3/2/24, 3:15:31 PM] Yara: Pues esta bien pero siento que van bien rapido las fotos
‎[3/2/24, 3:15:34 PM] Yara: ‎sticker omitted
[3/2/24, 3:15:40 PM] Yara: El Ernesto JAJJA
[3/2/24, 3:15:46 PM] Ismael: ocupo mas fotos
[3/2/24, 3:15:48 PM] Ismael: tomate una dormida
[3/2/24, 3:16:07 PM] Ismael: pocholo no quiso
[3/2/24, 3:16:20 PM] Yara: Como voy a hacer eso JAJJA que vergüenza
[3/2/24, 3:16:25 PM] Yara: A ver tómatela tu
‎[3/2/24, 3:16:28 PM] Yara: ‎sticker omitted
[3/2/24, 3:17:35 PM] Ismael: shhh
[3/2/24, 3:18:42 PM] Yara: Y me la mandas
[3/2/24, 5:09:38 PM] Ismael: Si me la envio ajsdjasdjdsj
‎[3/2/24, 5:09:42 PM] Ismael: ‎image omitted
[3/2/24, 5:10:43 PM] Yara: JAJAAJAJAJJAJ
[3/2/24, 5:10:57 PM] Yara: que cute
[3/2/24, 5:10:59 PM] Ismael: la pongo?
[3/2/24, 5:11:04 PM] Yara: Siiio
[3/2/24, 5:11:12 PM] Ismael: jdsjds
[3/2/24, 5:11:15 PM] Ismael: pobre
[3/2/24, 5:11:51 PM] Yara: Le toca sufrir como al Ernesto
[3/2/24, 5:13:38 PM] Ismael: y a ti
[3/2/24, 5:17:19 PM] Yara: Yo no
[3/2/24, 5:17:26 PM] Yara: Jiji
‎[3/2/24, 5:17:32 PM] Yara: ‎image omitted
[3/2/24, 5:18:43 PM] Ismael: que feo
[3/2/24, 5:19:03 PM] Yara: Eres una rata
‎[3/2/24, 5:19:11 PM] Yara: ‎image omitted
[3/2/24, 5:29:26 PM] Ismael: que feo
[3/2/24, 5:38:22 PM] Yara: Que malo
‎[3/2/24, 5:38:30 PM] Yara: ‎image omitted
[3/2/24, 5:48:31 PM] Ismael: que feo
‎[3/2/24, 5:48:40 PM] Ismael: ‎video omitted
[3/2/24, 5:49:23 PM] Yara: Mentiroso
[3/2/24, 5:49:32 PM] Yara: Tu eres el negrito
[3/2/24, 5:49:49 PM] Ismael: como se bloquea a alguien en WhatsApp?
[3/2/24, 5:49:59 PM] Yara: Deja lo hago y le calas
‎[3/2/24, 5:50:01 PM] Yara: ‎sticker omitted
‎[3/2/24, 5:50:09 PM] Yara: ‎image omitted
[3/2/24, 5:54:37 PM] Ismael: que feo
‎[3/2/24, 5:55:46 PM] Yara: ‎image omitted
[3/2/24, 6:00:23 PM] Ismael: déjame en paz
‎[3/2/24, 6:08:17 PM] Yara: ‎image omitted
‎[3/5/24, 2:18:36 PM] Yara: ‎image omitted
‎[3/5/24, 2:18:37 PM] Yara: ‎image omitted
[3/5/24, 2:18:52 PM] Yara: Por que me paras el dedo y me pones unas chips
‎[3/5/24, 2:18:59 PM] Yara: ‎sticker omitted
[3/5/24, 2:19:35 PM] Ismael: las chips eran para pedirte perdón
[3/5/24, 5:36:43 PM] Ismael: Cuando cumple el edén?
‎[3/5/24, 5:46:08 PM] Yara: ‎sticker omitted
[3/5/24, 5:46:17 PM] Yara: El 29
[3/5/24, 5:46:34 PM] Yara: Si no me equivoco
[3/6/24, 2:31:30 PM] Ismael: te robaste mi foto
‎[3/6/24, 2:31:32 PM] Ismael: ‎sticker omitted
[3/6/24, 2:34:11 PM] Yara: Me la comi
‎[3/6/24, 2:34:12 PM] Yara: ‎sticker omitted
‎[3/6/24, 2:34:47 PM] Ismael: ‎sticker omitted
[3/6/24, 2:34:56 PM] Ismael: arre peus
[3/6/24, 2:39:10 PM] Yara: Eres medio dislexico
‎[3/6/24, 2:39:22 PM] Yara: ‎sticker omitted
‎[3/7/24, 8:45:59 PM] Yara: ‎image omitted
[3/7/24, 8:46:05 PM] Yara: Que estabas viendo isma
[3/7/24, 9:10:32 PM] Ismael: JAJSJA
[3/7/24, 9:10:41 PM] Ismael: sales muy graciosa
[3/7/24, 9:10:45 PM] Ismael: a ver las demás
[3/7/24, 9:12:00 PM] Yara: Ismaaa grosero JAJA
[3/7/24, 9:12:03 PM] Yara: mira
‎[3/7/24, 9:12:14 PM] Yara: ‎image omitted
‎[3/7/24, 9:12:34 PM] Yara: ‎image omitted
[3/7/24, 9:15:24 PM] Ismael: AJSJSJJS
[3/7/24, 9:15:40 PM] Ismael: te veías muy señora
[3/7/24, 9:18:48 PM] Yara: Donde me veo señora como de 50 es otra pero esa me da vergüenza JAJAJ
‎[3/7/24, 9:18:51 PM] Yara: ‎sticker omitted
[3/7/24, 9:19:30 PM] Ismael: mmmm
[3/7/24, 9:19:34 PM] Ismael: ya me voy a mimir
[3/7/24, 9:19:38 PM] Ismael: descansa yara
‎[3/7/24, 9:19:46 PM] Ismael: ‎sticker omitted
[3/7/24, 9:20:07 PM] Yara: Buenas nochis
‎[3/7/24, 9:20:13 PM] Yara: ‎sticker omitted
‎[3/8/24, 10:32:06 AM] Yara: ‎image omitted
[3/8/24, 10:33:25 AM] Ismael: que es eso
[3/8/24, 10:33:48 AM] Yara: El niñoooo
[3/8/24, 10:33:51 AM] Yara: JAJAJ
[3/8/24, 10:33:57 AM] Yara: iba conmigo
[3/8/24, 10:47:28 AM] Ismael: en el kinder?
[3/8/24, 10:47:32 AM] Ismael: estaba muy pelón
[3/8/24, 10:48:35 AM] Yara: Como va a ir conmigo en el kinder si tú ibas conmigo
[3/8/24, 10:48:43 AM] Yara: Sii
[3/8/24, 10:48:59 AM] Yara: Es en la guardería
‎[3/8/24, 10:49:14 AM] Yara: ‎image omitted
[3/8/24, 10:52:00 AM] Ismael: de me olvidó
‎[3/8/24, 10:52:13 AM] Ismael: ‎sticker omitted
‎[3/8/24, 10:53:01 AM] Yara: ‎sticker omitted
‎[3/8/24, 11:25:07 AM] Ismael: ‎sticker omitted
‎[3/8/24, 12:12:50 PM] Yara: ‎image omitted
‎[3/8/24, 12:17:57 PM] Ismael: ‎GIF omitted
‎[3/8/24, 12:26:41 PM] Yara: ‎sticker omitted
[3/8/24, 12:26:44 PM] Yara: Esoooo
‎[3/8/24, 12:26:54 PM] Yara: ‎video omitted
‎[3/8/24, 12:27:07 PM] Yara: ‎sticker omitted
‎[3/8/24, 12:58:40 PM] Yara: ‎sticker omitted
[3/8/24, 2:12:53 PM] Ismael: yara
[3/8/24, 2:13:01 PM] Ismael: me pasas lo que hicieron pls
[3/8/24, 2:13:26 PM] Yara: Isma
[3/8/24, 2:13:31 PM] Yara: No trabajo
‎[3/8/24, 2:14:47 PM] Ismael: ‎sticker omitted
[3/8/24, 2:14:53 PM] Ismael: muy mal
‎[3/8/24, 2:27:15 PM] Yara: ‎sticker omitted
‎[3/10/24, 8:35:02 PM] Ismael: ‎image omitted
[3/10/24, 8:56:40 PM] Yara: Que hermosooooooo
[3/10/24, 8:56:57 PM] Yara: Es un pastor australiano?
‎[3/10/24, 8:57:00 PM] Yara: ‎sticker omitted
[3/10/24, 8:57:32 PM] Ismael: ni d iea tara
[3/10/24, 9:02:45 PM] Yara: Que hermoso escribes eh
‎[3/10/24, 9:03:00 PM] Yara: ‎sticker omitted
‎[3/10/24, 9:05:36 PM] Ismael: ‎sticker omitted
[3/10/24, 9:08:51 PM] Yara: Si te gano
‎[3/10/24, 9:08:52 PM] Yara: ‎sticker omitted
[3/10/24, 9:10:31 PM] Ismael: yo creo que si
‎[3/11/24, 2:41:51 PM] Ismael: ‎image omitted
‎[3/11/24, 2:41:52 PM] Ismael: ‎image omitted
‎[3/11/24, 2:41:52 PM] Ismael: ‎image omitted
‎[3/11/24, 2:41:53 PM] Ismael: ‎image omitted
[3/11/24, 2:41:55 PM] Ismael: gato feo
[3/11/24, 2:45:30 PM] Yara: JAJAJ por que sale tan chistoso
[3/11/24, 2:45:34 PM] Yara: Giti fii
[3/11/24, 2:45:36 PM] Yara: Grosero
‎[3/11/24, 2:45:41 PM] Yara: ‎sticker omitted
‎[3/11/24, 3:13:38 PM] Ismael: ‎image omitted
‎[3/11/24, 3:13:46 PM] Ismael: ‎sticker omitted
[3/11/24, 3:44:22 PM] Yara: Esoooooo
‎[3/11/24, 3:44:25 PM] Yara: ‎sticker omitted
[3/11/24, 3:45:00 PM] Yara: Ves, cuidala bieen ‎<This message was edited>
[3/11/24, 3:46:49 PM] Ismael: Lo vi
[3/11/24, 3:46:56 PM] Ismael: rata
[3/11/24, 6:28:34 PM] Yara: Me dormí
[3/11/24, 6:28:39 PM] Yara: Ninini
[3/11/24, 6:28:57 PM] Yara: No cuenta dahh
‎[3/13/24, 6:20:42 PM] Yara: ‎image omitted
[3/13/24, 6:25:32 PM] Ismael: está desactualizado
[3/13/24, 6:27:48 PM] Ismael: déjame ser swiftie pls
‎[3/13/24, 6:30:44 PM] Yara: ‎image omitted
[3/13/24, 6:31:16 PM] Ismael: ay no
[3/13/24, 6:31:18 PM] Ismael: por qué lo tapas
[3/13/24, 6:31:20 PM] Ismael: bórrame eso
[3/13/24, 6:32:34 PM] Yara: Ninini
[3/13/24, 6:32:38 PM] Yara: Eres un mentiroso
[3/13/24, 6:34:47 PM] Ismael: 🤮
‎[3/13/24, 6:41:19 PM] Yara: ‎image omitted
[3/13/24, 7:41:24 PM] Ismael: SI VAMOS A IR MAÑANA?
‎[3/13/24, 7:41:52 PM] Ismael: ‎GIF omitted
[3/13/24, 7:47:54 PM] Yara: A DONDE?
[3/13/24, 7:48:06 PM] Yara: Que bonito
[3/13/24, 7:48:09 PM] Yara: Todo enano
[3/13/24, 7:48:12 PM] Ismael: pues al cine burra
[3/13/24, 7:48:22 PM] Yara: Ni dijiste hora tonto
[3/13/24, 7:48:36 PM] Ismael: que hora estaría bie
[3/13/24, 7:48:38 PM] Ismael: n
[3/13/24, 7:49:11 PM] Yara: Yo puedo todo el dia, tu elígela
‎[3/13/24, 7:49:14 PM] Yara: ‎sticker omitted
‎[3/13/24, 7:49:15 PM] Ismael: ‎image omitted
‎[3/13/24, 7:49:24 PM] Ismael: ‎sticker omitted
[3/13/24, 7:49:27 PM] Yara: JAJAJJA
[3/13/24, 7:49:30 PM] Yara: Ayy
[3/13/24, 7:49:34 PM] Yara: Por malotes
‎[3/13/24, 7:49:43 PM] Yara: ‎sticker omitted
[3/13/24, 7:49:49 PM] Ismael: quien vas a invitar
[3/13/24, 7:50:06 PM] Yara: Tuuuuu
[3/13/24, 7:50:10 PM] Yara: Tu di
[3/13/24, 7:50:12 PM] Yara: Ashhh
[3/13/24, 7:50:18 PM] Ismael: Paul
[3/13/24, 7:50:20 PM] Ismael: Paulina
[3/13/24, 7:50:23 PM] Yara: Bye
[3/13/24, 7:50:23 PM] Ismael: Ángela
[3/13/24, 7:50:28 PM] Yara: Eres una rata JAJAJ
‎[3/13/24, 7:50:32 PM] Yara: ‎sticker omitted
[3/13/24, 7:50:37 PM] Ismael: invita al José
[3/13/24, 7:50:39 PM] Ismael: y Urrea
[3/13/24, 7:50:39 PM] Yara: Pues los de siempre
[3/13/24, 7:50:43 PM] Ismael: y abran
[3/13/24, 7:50:48 PM] Yara: Yo???
[3/13/24, 7:50:53 PM] Ismael: ps si
‎[3/13/24, 7:50:53 PM] Yara: ‎sticker omitted
[3/13/24, 7:51:01 PM] Yara: Mmm todo yo, todo yo
[3/13/24, 7:51:06 PM] Yara: Dime una hora pues
‎[3/13/24, 7:51:09 PM] Yara: ‎sticker omitted
[3/13/24, 7:51:23 PM] Ismael: deja checo
[3/13/24, 7:51:43 PM] Ismael: 6:30?
[3/13/24, 7:55:40 PM] Yara: Por que tan tardeee
[3/13/24, 7:56:22 PM] Ismael: dios
[3/13/24, 7:57:30 PM] Ismael: 5:30?
‎[3/13/24, 7:58:09 PM] Yara: ‎sticker omitted
[3/13/24, 7:58:19 PM] Yara: A todos los del grupo?
[3/13/24, 7:59:01 PM] Ismael: no se
[3/13/24, 8:03:01 PM] Ismael: mañana les decissmo
[3/13/24, 8:06:17 PM] Yara: Tienes que ser mas decidido jesus ismael
[3/13/24, 8:06:26 PM] Ismael: shhh
[3/13/24, 8:06:28 PM] Ismael: mira que bonito
‎[3/13/24, 8:06:32 PM] Ismael: ‎image omitted
‎[3/13/24, 8:07:32 PM] Yara: ‎sticker omitted
[3/13/24, 8:07:42 PM] Yara: Por que lo tienen suciooo
[3/13/24, 8:07:49 PM] Yara: Ya me lo habias enseñado
[3/13/24, 8:07:58 PM] Ismael: mira que bonito
‎[3/13/24, 8:08:03 PM] Ismael: ‎image omitted
[3/13/24, 8:08:40 PM] Yara: Nembreeee ese esta precioso pero ya los quemaron
‎[3/13/24, 8:08:41 PM] Yara: ‎sticker omitted
[3/13/24, 8:09:01 PM] Ismael: quemada tu
[3/13/24, 8:09:21 PM] Yara: Y tu
[3/13/24, 8:09:28 PM] Yara: Prieto
‎[3/13/24, 8:11:15 PM] Ismael: ‎sticker omitted
[3/14/24, 11:13:19 AM] Ismael: (25.4690929, -108.0667317)
‎[3/14/24, 3:29:21 PM] Ismael: ‎video omitted
[3/14/24, 3:52:47 PM] Yara: Yo soy la primera y tu el que viene atrás dahh
[3/15/24, 4:14:52 PM] Ismael: la hacemos más tarde o qué
[3/15/24, 4:15:01 PM] Ismael: es que a las 5:30 juegan los spurs
‎[3/15/24, 4:15:06 PM] Ismael: ‎sticker omitted
[3/15/24, 4:15:33 PM] Yara: Isma prefieres ver el partido entonces?
‎[3/15/24, 4:15:37 PM] Yara: ‎sticker omitted
[3/15/24, 4:15:57 PM] Ismael: bueno
[3/15/24, 4:16:02 PM] Ismael: vamos a las 5:30
‎[3/15/24, 4:16:10 PM] Ismael: ‎sticker omitted
[3/15/24, 4:16:18 PM] Yara: Eres una ratota
[3/15/24, 4:16:24 PM] Yara: A las 5:00
[3/15/24, 4:16:37 PM] Yara: Que es media hora de diferencia
[3/15/24, 4:16:51 PM] Ismael: estará muy lleno?
[3/15/24, 4:17:31 PM] Yara: No se, espero que no
‎[3/15/24, 4:17:32 PM] Yara: ‎sticker omitted
[3/15/24, 4:55:07 PM] Yara: No llego a las 5
[3/15/24, 4:55:27 PM] Ismael: no querías que pase por ti?
[3/15/24, 4:55:49 PM] Ismael: mmm
[3/15/24, 4:55:50 PM] Ismael: a qué hora
[3/15/24, 4:57:02 PM] Yara: Pues a las 5:30
‎[3/15/24, 4:57:07 PM] Yara: ‎sticker omitted
[3/15/24, 4:57:35 PM] Ismael: E?
[3/15/24, 4:57:48 PM] Ismael: paso a las 5:30?
[3/15/24, 4:58:57 PM] Yara: Si
‎[3/15/24, 4:59:03 PM] Yara: ‎sticker omitted
[3/15/24, 4:59:12 PM] Ismael: mmmmm.
[3/15/24, 4:59:16 PM] Ismael: vamos a llegar muy tarde
[3/15/24, 5:14:07 PM] Yara: Nimodillo
‎[3/15/24, 5:14:14 PM] Yara: ‎sticker omitted
[3/15/24, 5:14:35 PM] Ismael: pásame tu ubicación pls
[3/15/24, 5:21:00 PM] Yara: Isma isma
[3/15/24, 5:21:07 PM] Yara: Siempre no
‎[3/15/24, 5:21:08 PM] Yara: ‎sticker omitted
[3/15/24, 5:33:02 PM] Ismael: eres una rata
[3/15/24, 5:33:04 PM] Ismael: siempre tarde
‎[3/15/24, 5:33:11 PM] Ismael: ‎sticker omitted
[3/16/24, 3:36:47 PM] Yara: Eres primo del ramooooon????
[3/16/24, 3:37:03 PM] Ismael: shhhh
[3/16/24, 3:37:13 PM] Ismael: no
[3/16/24, 3:37:15 PM] Yara: QUEEEE
[3/16/24, 3:37:20 PM] Ismael: shhhhh
[3/16/24, 3:37:20 PM] Yara: Si eres
[3/16/24, 3:37:23 PM] Yara: JAJAJAJAJAJAJJAJA
[3/16/24, 3:37:25 PM] Ismael: como sabes
[3/16/24, 3:37:30 PM] Yara: me contaron por ahi
[3/16/24, 3:37:36 PM] Yara: Una gentesilla
‎[3/16/24, 3:37:54 PM] Ismael: ‎sticker omitted
[3/16/24, 3:38:00 PM] Yara: No conoces a uno que se llama kevin?
[3/16/24, 3:38:43 PM] Ismael: no se
[3/16/24, 3:38:52 PM] Ismael: conozco varios Kevin
[3/16/24, 3:39:14 PM] Yara: De ahi del gym
[3/16/24, 3:39:28 PM] Yara: Como vas a ser primo del ramoooon
[3/16/24, 3:39:38 PM] Ismael: shhhhh
‎[3/16/24, 3:39:39 PM] Yara: ‎sticker omitted
[3/16/24, 3:39:41 PM] Ismael: quien te dijo
[3/16/24, 3:40:02 PM] Yara: Yo conzco a medio gml isma, todo se yo
‎[3/16/24, 3:40:15 PM] Yara: ‎sticker omitted
[3/16/24, 3:42:51 PM] Ismael: conzco
[3/16/24, 3:43:05 PM] Ismael: quien te dijooo
[3/16/24, 3:43:55 PM] Yara: Voy a publicar tu chisme
[3/16/24, 3:44:25 PM] Yara: No lo conoces
‎[3/16/24, 3:44:32 PM] Yara: ‎sticker omitted
[3/16/24, 3:44:45 PM] Ismael: no me hables
‎[3/16/24, 3:45:04 PM] Ismael: ‎sticker omitted
[3/16/24, 3:49:22 PM] Yara: Mmmm
[3/16/24, 3:49:59 PM] Yara: Eres una rata
[3/16/24, 9:09:46 PM] Ismael: lllllllllllllllllllllp07
‎[3/17/24, 4:36:28 PM] Ismael: ‎image omitted
‎[3/17/24, 4:51:40 PM] Yara: ‎image omitted
‎[3/17/24, 4:51:50 PM] Yara: ‎sticker omitted
‎[3/17/24, 5:22:07 PM] Ismael: ‎sticker omitted
[3/17/24, 5:51:40 PM] Yara: Amor y paz
‎[3/17/24, 5:51:41 PM] Yara: ‎sticker omitted
[3/17/24, 5:53:37 PM] Ismael: Shhh
[3/17/24, 5:53:40 PM] Ismael: Oye
[3/17/24, 5:53:43 PM] Ismael: Si vamos a ir ?
[3/17/24, 5:53:45 PM] Ismael: Al bazar
[3/17/24, 5:55:30 PM] Yara: Cuando?
‎[3/17/24, 5:55:31 PM] Yara: ‎sticker omitted
[3/17/24, 5:56:30 PM] Ismael: ps pregunta cundo pueden
[3/17/24, 5:56:47 PM] Yara: Todo yo
[3/17/24, 5:57:00 PM] Yara: Metete a dis y diles tu
[3/17/24, 5:58:40 PM] Ismael: voy
[3/17/24, 6:42:59 PM] Yara: Yara A. te invitó a unirte a una fusión en Spotify. Únete desde la aplicación móvil de Spotify. https://open.spotify.com/blend/taste-match/86f6815f177541a1?si=cy8PKXSGQiCMKbL2ANCd3Q&fallback=getapp&blendDecoration=5f9c38d2
‎[3/17/24, 9:37:17 PM] Ismael: ‎image omitted
‎[3/17/24, 9:45:16 PM] Ismael: ‎image omitted
‎[3/18/24, 5:58:44 PM] Ismael: ‎image omitted
‎[3/19/24, 7:44:13 PM] Ismael: ‎image omitted
‎[3/19/24, 9:21:06 PM] Yara: ‎image omitted
‎[3/19/24, 9:22:43 PM] Yara: ‎image omitted
‎[3/19/24, 9:22:58 PM] Yara: ‎image omitted
‎[3/19/24, 9:25:08 PM] Yara: ‎image omitted
